,title,imdbid,year,gross_usa,running_time,budget
3096,Trade of Innocents (2012),1772408,2012,15543.73,88,5974000.0
3097,The Ultimate Life (2013),1778924,2013,1324347.35,105,3131000.0
3098,Zero Dark Thirty (2012),1790885,2012,98592337.48,157,41200000.0
3099,Inherent Vice (2014),1791528,2014,8110975.0,148,20000000.0
3100,While We're Young (2014),1791682,2014,4152000.0,97,10000000.0
3101,Sal (2011/I),1794943,2011,7140.0,103,7350000.0
3102,Savannah (2013),1797487,2013,37612.4,101,5050000.0
3103,Rudderless (2014),1798243,2014,58293.0,105,5000000.0
3104,Her (2013),1798709,2013,25811625.65,126,23230000.0
3105,American Hustle (2013),1800241,2013,151618985.07,138,40400000.0
3106,Les bien-aimés (2011),1815799,2011,125588.4,139,10479000.0
3107,After Earth (2013),1815862,2013,61127317.97,100,131300000.0
3108,The Place Beyond the Pines (2012),1817273,2012,22024796.94,140,15450000.0
3109,A Resurrection (2013),1817276,2013,10837.3,89,5050000.0
3110,Girl in Progress (2012),1817676,2012,2687694.36,93,5150000.0
3111,Nebraska (2013),1821549,2013,17831461.12,115,12120000.0
3112,The Nut Job (2014/I),1821658,2014,64251541.0,85,42000000.0
3113,RED 2 (2013),1821694,2013,53795185.6,116,84840000.0
3114,Annie (2014),1823664,2014,85911262.0,118,65000000.0
3115,The Fifth Estate (2013),1837703,2013,3287558.08,128,28280000.0
3116,Winter's Tale (2014),1837709,2014,12600231.0,118,60000000.0
3117,The Face of Love (2013),1839642,2013,312521.27,92,4040000.0
3118,The Magic of Belle Isle (2012),1839654,2012,105459.64,109,5150000.0
3119,Divergent (2014),1840309,2014,150947895.0,139,85000000.0
3120,The Words (2012),1840417,2012,11839683.14,102,6180000.0
3121,Captain America: The Winter Soldier (2014),1843866,2014,259766572.0,136,170000000.0
3122,Inescapable (2012),1844203,2012,4184.89,93,4120000.0
3123,Django Unchained (2012),1853728,2012,167689597.02,165,103000000.0
3124,End of Watch (2012),1855199,2012,42233472.13,109,7210000.0
3125,Tim and Eric's Billion Dollar Movie (2012),1855401,2012,206827.09,93,3090000.0
3126,Turbo (2013),1860353,2013,83858409.28,96,136350000.0
3127,The Samaritan (2012/I),1867093,2012,2596.63,90,12360000.0
3128,Filly Brown (2012),1869425,2012,2918384.49,80,1287500.0
3129,The East (2013),1869716,2013,2324857.39,116,6565000.0
3130,Won't Back Down (2012),1870529,2012,5469870.62,121,36050000.0
3131,The Amazing Spider-Man 2 (2014),1872181,2014,202853933.0,142,200000000.0
3132,The Judge (2014),1872194,2014,47119388.0,141,50000000.0
3133,X-Men: Days of Future Past (2014),1877832,2014,233921534.0,131,200000000.0
3134,Catch .44 (2011),1886493,2011,1981.35,94,12600000.0
3135,Flight (2012/I),1907668,2012,96585546.25,138,31930000.0
3136,The Call (2013/II),1911644,2013,52391101.78,94,13130000.0
3137,Penguins of Madagascar (2014),1911658,2014,82697027.0,92,132000000.0
3138,Magic Mike (2012),1915581,2012,117133218.13,110,7210000.0
3139,Phantom (2013/I),1922685,2013,1212000.0,98,10100000.0
3140,Sinister (2012/I),1922777,2012,49529510.09,110,3090000.0
3141,Heaven Is for Real (2014),1929263,2014,91443253.0,99,12000000.0
3142,The Big Wedding (2013),1931435,2013,22037541.48,89,35350000.0
3143,Seven Psychopaths (2012),1931533,2012,15474770.47,110,15450000.0
3144,What Maisie Knew (2012),1932767,2012,1096950.0,99,6180000.0
3145,Mud (2012),1935179,2012,22237788.58,130,10300000.0
3146,Carrie (2013),1939659,2013,34381410.0,100,30300000.0
3147,About Cherry (2012),1945062,2012,3093.09,98,2575000.0
3148,The Immigrant (2013),1951181,2013,2045581.28,120,16665000.0
3149,The Hangover Part III (2013),1951261,2013,113322072.72,100,104030000.0
3150,The Hunger Games: Catching Fire (2013),1951264,2013,428914727.47,146,131300000.0
3151,The Hunger Games: Mockingjay - Part 1 (2014),1951265,2014,337135885.0,123,125000000.0
3152,Noah (2014),1959490,2014,101200044.0,138,125000000.0
3153,Labor Day (2013),1967545,2013,13495931.08,111,18180000.0
3154,A Most Wanted Man (2014),1972571,2014,17237855.0,122,15000000.0
3155,Pain & Gain (2013),1980209,2013,50374043.91,129,26260000.0
3156,Thor: The Dark World (2013),1981115,2013,208425761.4,112,171700000.0
3157,Pitch Perfect (2012),1981677,2012,66951125.79,112,17510000.0
3158,Robot & Frank (2012),1990314,2012,3424789.14,89,2575000.0
3159,No Good Deed (2014/I),2011159,2014,46532221.0,84,13200000.0
3160,Repentance (2013/I),2012665,2013,1191120.27,90,5050000.0
3161,Guardians of the Galaxy (2014),2015381,2014,333176600.0,121,170000000.0
3162,Mama (2013/I),2023587,2013,72344461.8,100,20200000.0
3163,Identity Thief (2013),2024432,2013,135851989.2,111,35350000.0
3164,Non-Stop (2014),2024469,2014,92168600.0,106,50000000.0
3165,12 Years a Slave (2013),2024544,2013,57238712.93,134,20200000.0
3166,The Reluctant Fundamentalist (2012),2032557,2012,535121.05,130,15450000.0
3167,The Gambler (2014/III),2039393,2014,33680992.0,111,25000000.0
3168,Inside Llewyn Davis (2013),2042568,2013,13367672.19,104,11110000.0
3169,De rouille et d'os (2012),2053425,2012,2123292.47,120,15862000.0
3170,Side Effects (2013/I),2053463,2013,32475954.1,106,30300000.0
3171,The Railway Man (2013),2058107,2013,4479433.83,116,18180000.0
3172,Populaire (2012),2070776,2012,171912.15,111,13390000.0
3173,Trouble with the Curve (2012),2083383,2012,36836031.11,111,61800000.0
3174,The Imitation Game (2014),2084970,2014,83883539.0,114,14000000.0
3175,Promised Land (2012),2091473,2012,7085998.3,106,15450000.0
3176,Hit and Run (2012),2097307,2012,14161779.0,100,2060000.0
3177,Dead Man Down (2013),2101341,2013,11004247.95,118,30300000.0
3178,Spring Breakers (2012),2101441,2012,14547486.19,94,5150000.0
3179,Tammy (2014),2103254,2014,84525432.0,97,20000000.0
3180,Perfect Mothers (2013),2103267,2013,320296.25,112,16160000.0
3181,Dawn of the Planet of the Apes (2014),2103281,2014,208545589.0,130,170000000.0
3182,Transformers: Age of Extinction (2014),2109248,2014,245439076.0,165,210000000.0
3183,The Inevitable Defeat of Mister & Pete (2013),2113075,2013,499554.08,108,3030000.0
3184,Beasts of the Southern Wild (2012),2125435,2012,13179618.38,93,1854000.0
3185,Saving Mr. Banks (2013),2140373,2013,84134595.8,125,35350000.0
3186,Getaway (2013),2167202,2013,10599438.94,90,18180000.0
3187,Horrible Bosses 2 (2014),2170439,2014,54445357.0,108,42000000.0
3188,St. Vincent (2014),2170593,2014,44137712.0,102,13000000.0
3189,Maps to the Stars (2014),2172584,2014,347648.0,111,15000000.0
3190,3 Days to Kill (2014),2172934,2014,30697999.0,117,28000000.0
3191,The Monuments Men (2014),2177771,2014,78031620.0,118,70000000.0
3192,American Sniper (2014),2179136,2014,325308000.0,132,58800000.0
3193,Into the Woods (2014),2180411,2014,128002372.0,125,50000000.0
3194,Song One (2014),2182972,2014,20200.0,86,6000000.0
3195,The Purge (2013/I),2184339,2013,65117846.15,85,3030000.0
3196,Grown Ups 2 (2013),2191701,2013,135005210.25,101,80800000.0
3197,The Counselor (2013),2193215,2013,17143452.15,117,25250000.0
3198,Run All Night (2015),2199571,2015,25916827.0,114,50000000.0
3199,Before Midnight (2013),2209418,2013,8195773.27,109,3030000.0
3200,Transcendence (2014/I),2209764,2014,23022309.0,119,100000000.0
3201,Jimmy P. (2013),2210834,2013,23452.2,117,10100000.0
3202,Draft Day (2014/I),2223990,2014,28842237.0,110,25000000.0
3203,Sweetwater (2013),2224004,2013,6208.47,95,7070000.0
3204,Insidious: Chapter 2 (2013),2226417,2013,84422311.47,106,5050000.0
3205,Don Jon (2013),2229499,2013,24722481.04,90,3030000.0
3206,When the Game Stands Tall (2014),2247476,2014,30127963.0,115,15000000.0
3207,Gone Girl (2014),2267998,2014,167767189.0,149,61000000.0
3208,The Grand Budapest Hotel (2014),2278388,2014,59100318.0,99,27000000.0
3209,22 Jump Street (2014),2294449,2014,191719337.0,112,50000000.0
3210,Olympus Has Fallen (2013),2302755,2013,99914896.4,119,70700000.0
3211,The Hobbit: The Battle of the Five Armies (2014),2310332,2014,255119788.0,144,250000000.0
3212,Homefront (2013/I),2312718,2013,20360486.98,100,22220000.0
3213,The Zero Theorem (2013),2333804,2013,172391.85,107,8585000.0
3214,Blue Jasmine (2013),2334873,2013,33739535.81,98,18180000.0
3215,White House Down (2013),2334879,2013,73834821.84,131,151500000.0
3216,Parkland (2013),2345112,2013,660187.51,93,10100000.0
3217,Barefoot (2014/I),2355495,2014,15071.0,90,6000000.0
3218,Rio 2 (2014),2357291,2014,131538435.0,101,103000000.0
3219,Focus (2015/II),2381941,2015,53344851.0,105,50100000.0
3220,Joe (2013/I),2382396,2013,377108.75,117,4040000.0
3221,Dark Skies (2013),2387433,2013,17592853.67,97,3535000.0
3222,Avengers: Age of Ultron (2015),2395427,2015,84460000.0,141,250000000.0
3223,The Homesman (2014),2398231,2014,2429989.0,122,16000000.0
3224,Belle (2013),2404181,2013,10833896.3,104,11009000.0
3225,The Family (2013/I),2404311,2013,37227567.78,111,30300000.0
3226,Woman in Gold (2015),2404425,2015,15943000.0,109,11000000.0
3227,The Heat (2013/I),2404463,2013,161178009.88,117,43430000.0
3228,Philomena (2013),2431286,2013,38087078.79,98,12120000.0
3229,Taken 3 (2014),2446042,2014,89144280.0,109,48000000.0
3230,And So It Goes (2014),2465146,2014,15160801.0,94,30000000.0
3231,Left Behind (2014/I),2467046,2014,6300147.0,110,16000000.0
3232,Get on Up (2014),2473602,2014,30703100.0,139,30000000.0
3233,Rob the Mob (2014),2481480,2014,208693.0,104,3000000.0
3234,Frontera (2014),2510028,2014,59696.0,103,2300000.0
3235,A Million Ways to Die in the West (2014),2557490,2014,43139300.0,116,40000000.0
3236,Life After Beth (2014),2581244,2014,88273.0,89,2400000.0
3237,Whiplash (2014),2582802,2014,11330000.0,107,3300000.0
3238,The Fault in Our Stars (2014),2582846,2014,124872350.0,126,12000000.0
3239,Love Is Strange (2014),2639344,2014,2262223.0,94,12000000.0
3240,The Good Lie (2014),2652092,2014,2722209.0,110,20000000.0
3241,Night at the Museum: Secret of the Tomb (2014),2692250,2014,111653970.0,98,127000000.0
3242,Fury (2014),2713180,2014,85817906.0,134,68000000.0
3243,Blackhat (2015),2717822,2015,7097125.0,133,70000000.0
3244,"Deux jours, une nuit (2014)",2737050,2014,1333900.0,95,7000000.0
3245,Rosewater (2014),2752688,2014,3128941.0,103,5000000.0
3246,The Interview (2014/II),2788710,2014,6105175.0,112,44000000.0
3247,Kingsman: The Secret Service (2014),2802144,2014,124980248.0,129,81000000.0
3248,Wish I Was Here (2014),2870708,2014,3591299.0,106,6000000.0
3249,Magic in the Moonlight (2014),2870756,2014,10539326.0,97,16800000.0
3250,Nightcrawler (2014),2872718,2014,32381217.0,117,8500000.0
3251,Lucy (2014/I),2872732,2014,126663600.0,89,40000000.0
3252,Chef (2014),2883512,2014,31424003.0,114,30000000.0
3253,Insurgent (2015),2908446,2015,120605000.0,119,110000000.0
3254,John Wick (2014),2911666,2014,43037835.0,101,20000000.0
3255,A Most Violent Year (2014),2937898,2014,5452487.0,125,20000000.0
3256,Dolphin Tale 2 (2014),2978462,2014,42024533.0,107,36000000.0
3257,The Theory of Everything (2014),2980516,2014,35887263.0,123,15000000.0
3258,The Hundred-Foot Journey (2014),2980648,2014,54240821.0,122,22000000.0
3259,Planes: Fire & Rescue (2014),2980706,2014,59165787.0,83,50000000.0
3260,Mortdecai (2015),3045616,2015,7605668.0,107,60000000.0
3261,Tusk (2014),3099498,2014,1826705.0,102,3500000.0
3262,Beyond the Lights (2014),3125324,2014,14618727.0,116,7000000.0
3263,Still Alice (2014),3316960,2014,7963000.0,101,5000000.0
3264,Annabelle (2014/I),3322940,2014,84273813.0,99,6500000.0
3265,Cake (2014/II),3442006,2014,1873547.0,102,7000000.0
